actions
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.JUMP
Action.DO_NOTHING
